id,category,template,prompt,city,slot_name,slot_value,standard_id,standard_name,standard_basis,selection_basis,post_collection_filter
LS132,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个青岛的全屋定制服务公司,青岛,生活服务,全屋定制服务,GB/T 4754-2017,国民经济行业分类,E 建筑业,高客单；环保、设计、安装和售后风险高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS133,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个青岛的家政保洁服务公司,青岛,生活服务,家政保洁服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,高频刚需；本地连锁和平台型服务商多,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS134,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个青岛的月嫂育儿嫂服务公司,青岛,生活服务,月嫂育儿嫂服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,母婴安全敏感；服务人员资质和公司管理差异大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS135,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个青岛的养老护理服务公司,青岛,生活服务,养老护理服务,GB/T 4754-2017,国民经济行业分类,Q 卫生和社会工作,老龄化刚需；服务质量和资质影响大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS136,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个青岛的搬家服务公司,青岛,生活服务,搬家服务,GB/T 4754-2017,国民经济行业分类,G 交通运输、仓储和邮政业,高频本地服务；价格、损坏赔付和服务规范差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS137,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个青岛的汽车维修保养服务公司,青岛,生活服务,汽车维修保养服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,车辆安全相关；本地门店和连锁品牌差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS138,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个青岛的婚庆策划服务公司,青岛,生活服务,婚庆策划服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,高客单一次性消费；案例、口碑和合同风险明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS139,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个青岛的留学咨询服务公司,青岛,生活服务,留学咨询服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,决策周期长；信息不对称强；机构品牌差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS140,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个青岛的职业技能培训服务公司,青岛,生活服务,职业技能培训服务,GB/T 4754-2017,国民经济行业分类,P 教育,职业发展相关；培训质量、资质和就业承诺差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS141,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个济南的家装装修服务公司,济南,生活服务,家装装修服务,GB/T 4754-2017,国民经济行业分类,E 建筑业,客单价高；交付周期长；本地公司口碑和资质差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS142,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个济南的全屋定制服务公司,济南,生活服务,全屋定制服务,GB/T 4754-2017,国民经济行业分类,E 建筑业,高客单；环保、设计、安装和售后风险高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS143,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个济南的家政保洁服务公司,济南,生活服务,家政保洁服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,高频刚需；本地连锁和平台型服务商多,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS144,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个济南的月嫂育儿嫂服务公司,济南,生活服务,月嫂育儿嫂服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,母婴安全敏感；服务人员资质和公司管理差异大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS145,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个济南的养老护理服务公司,济南,生活服务,养老护理服务,GB/T 4754-2017,国民经济行业分类,Q 卫生和社会工作,老龄化刚需；服务质量和资质影响大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS146,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个济南的搬家服务公司,济南,生活服务,搬家服务,GB/T 4754-2017,国民经济行业分类,G 交通运输、仓储和邮政业,高频本地服务；价格、损坏赔付和服务规范差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS147,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个济南的汽车维修保养服务公司,济南,生活服务,汽车维修保养服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,车辆安全相关；本地门店和连锁品牌差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS148,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个济南的婚庆策划服务公司,济南,生活服务,婚庆策划服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,高客单一次性消费；案例、口碑和合同风险明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS149,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个济南的留学咨询服务公司,济南,生活服务,留学咨询服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,决策周期长；信息不对称强；机构品牌差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS150,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个济南的职业技能培训服务公司,济南,生活服务,职业技能培训服务,GB/T 4754-2017,国民经济行业分类,P 教育,职业发展相关；培训质量、资质和就业承诺差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS151,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个天津的家装装修服务公司,天津,生活服务,家装装修服务,GB/T 4754-2017,国民经济行业分类,E 建筑业,客单价高；交付周期长；本地公司口碑和资质差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS152,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个天津的全屋定制服务公司,天津,生活服务,全屋定制服务,GB/T 4754-2017,国民经济行业分类,E 建筑业,高客单；环保、设计、安装和售后风险高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS153,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个天津的家政保洁服务公司,天津,生活服务,家政保洁服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,高频刚需；本地连锁和平台型服务商多,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS154,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个天津的月嫂育儿嫂服务公司,天津,生活服务,月嫂育儿嫂服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,母婴安全敏感；服务人员资质和公司管理差异大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS155,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个天津的养老护理服务公司,天津,生活服务,养老护理服务,GB/T 4754-2017,国民经济行业分类,Q 卫生和社会工作,老龄化刚需；服务质量和资质影响大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS156,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个天津的搬家服务公司,天津,生活服务,搬家服务,GB/T 4754-2017,国民经济行业分类,G 交通运输、仓储和邮政业,高频本地服务；价格、损坏赔付和服务规范差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS157,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个天津的汽车维修保养服务公司,天津,生活服务,汽车维修保养服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,车辆安全相关；本地门店和连锁品牌差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS158,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个天津的婚庆策划服务公司,天津,生活服务,婚庆策划服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,高客单一次性消费；案例、口碑和合同风险明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS159,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个天津的留学咨询服务公司,天津,生活服务,留学咨询服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,决策周期长；信息不对称强；机构品牌差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS160,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个天津的职业技能培训服务公司,天津,生活服务,职业技能培训服务,GB/T 4754-2017,国民经济行业分类,P 教育,职业发展相关；培训质量、资质和就业承诺差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS161,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个宁波的家装装修服务公司,宁波,生活服务,家装装修服务,GB/T 4754-2017,国民经济行业分类,E 建筑业,客单价高；交付周期长；本地公司口碑和资质差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS162,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个宁波的全屋定制服务公司,宁波,生活服务,全屋定制服务,GB/T 4754-2017,国民经济行业分类,E 建筑业,高客单；环保、设计、安装和售后风险高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS163,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个宁波的家政保洁服务公司,宁波,生活服务,家政保洁服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,高频刚需；本地连锁和平台型服务商多,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS164,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个宁波的月嫂育儿嫂服务公司,宁波,生活服务,月嫂育儿嫂服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,母婴安全敏感；服务人员资质和公司管理差异大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS165,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个宁波的养老护理服务公司,宁波,生活服务,养老护理服务,GB/T 4754-2017,国民经济行业分类,Q 卫生和社会工作,老龄化刚需；服务质量和资质影响大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS166,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个宁波的搬家服务公司,宁波,生活服务,搬家服务,GB/T 4754-2017,国民经济行业分类,G 交通运输、仓储和邮政业,高频本地服务；价格、损坏赔付和服务规范差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS167,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个宁波的汽车维修保养服务公司,宁波,生活服务,汽车维修保养服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,车辆安全相关；本地门店和连锁品牌差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS168,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个宁波的婚庆策划服务公司,宁波,生活服务,婚庆策划服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,高客单一次性消费；案例、口碑和合同风险明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS169,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个宁波的留学咨询服务公司,宁波,生活服务,留学咨询服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,决策周期长；信息不对称强；机构品牌差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS170,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个宁波的职业技能培训服务公司,宁波,生活服务,职业技能培训服务,GB/T 4754-2017,国民经济行业分类,P 教育,职业发展相关；培训质量、资质和就业承诺差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS171,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个厦门的家装装修服务公司,厦门,生活服务,家装装修服务,GB/T 4754-2017,国民经济行业分类,E 建筑业,客单价高；交付周期长；本地公司口碑和资质差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS172,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个厦门的全屋定制服务公司,厦门,生活服务,全屋定制服务,GB/T 4754-2017,国民经济行业分类,E 建筑业,高客单；环保、设计、安装和售后风险高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS173,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个厦门的家政保洁服务公司,厦门,生活服务,家政保洁服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,高频刚需；本地连锁和平台型服务商多,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS174,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个厦门的月嫂育儿嫂服务公司,厦门,生活服务,月嫂育儿嫂服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,母婴安全敏感；服务人员资质和公司管理差异大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS175,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个厦门的养老护理服务公司,厦门,生活服务,养老护理服务,GB/T 4754-2017,国民经济行业分类,Q 卫生和社会工作,老龄化刚需；服务质量和资质影响大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS176,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个厦门的搬家服务公司,厦门,生活服务,搬家服务,GB/T 4754-2017,国民经济行业分类,G 交通运输、仓储和邮政业,高频本地服务；价格、损坏赔付和服务规范差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS177,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个厦门的汽车维修保养服务公司,厦门,生活服务,汽车维修保养服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,车辆安全相关；本地门店和连锁品牌差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS178,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个厦门的婚庆策划服务公司,厦门,生活服务,婚庆策划服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,高客单一次性消费；案例、口碑和合同风险明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS179,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个厦门的留学咨询服务公司,厦门,生活服务,留学咨询服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,决策周期长；信息不对称强；机构品牌差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS180,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个厦门的职业技能培训服务公司,厦门,生活服务,职业技能培训服务,GB/T 4754-2017,国民经济行业分类,P 教育,职业发展相关；培训质量、资质和就业承诺差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS181,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个福州的家装装修服务公司,福州,生活服务,家装装修服务,GB/T 4754-2017,国民经济行业分类,E 建筑业,客单价高；交付周期长；本地公司口碑和资质差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS182,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个福州的全屋定制服务公司,福州,生活服务,全屋定制服务,GB/T 4754-2017,国民经济行业分类,E 建筑业,高客单；环保、设计、安装和售后风险高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS183,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个福州的家政保洁服务公司,福州,生活服务,家政保洁服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,高频刚需；本地连锁和平台型服务商多,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS184,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个福州的月嫂育儿嫂服务公司,福州,生活服务,月嫂育儿嫂服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,母婴安全敏感；服务人员资质和公司管理差异大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS185,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个福州的养老护理服务公司,福州,生活服务,养老护理服务,GB/T 4754-2017,国民经济行业分类,Q 卫生和社会工作,老龄化刚需；服务质量和资质影响大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS186,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个福州的搬家服务公司,福州,生活服务,搬家服务,GB/T 4754-2017,国民经济行业分类,G 交通运输、仓储和邮政业,高频本地服务；价格、损坏赔付和服务规范差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS187,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个福州的汽车维修保养服务公司,福州,生活服务,汽车维修保养服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,车辆安全相关；本地门店和连锁品牌差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS188,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个福州的婚庆策划服务公司,福州,生活服务,婚庆策划服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,高客单一次性消费；案例、口碑和合同风险明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS189,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个福州的留学咨询服务公司,福州,生活服务,留学咨询服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,决策周期长；信息不对称强；机构品牌差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS190,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个福州的职业技能培训服务公司,福州,生活服务,职业技能培训服务,GB/T 4754-2017,国民经济行业分类,P 教育,职业发展相关；培训质量、资质和就业承诺差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS191,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个合肥的家装装修服务公司,合肥,生活服务,家装装修服务,GB/T 4754-2017,国民经济行业分类,E 建筑业,客单价高；交付周期长；本地公司口碑和资质差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS192,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个合肥的全屋定制服务公司,合肥,生活服务,全屋定制服务,GB/T 4754-2017,国民经济行业分类,E 建筑业,高客单；环保、设计、安装和售后风险高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS193,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个合肥的家政保洁服务公司,合肥,生活服务,家政保洁服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,高频刚需；本地连锁和平台型服务商多,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS194,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个合肥的月嫂育儿嫂服务公司,合肥,生活服务,月嫂育儿嫂服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,母婴安全敏感；服务人员资质和公司管理差异大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS195,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个合肥的养老护理服务公司,合肥,生活服务,养老护理服务,GB/T 4754-2017,国民经济行业分类,Q 卫生和社会工作,老龄化刚需；服务质量和资质影响大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS196,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个合肥的搬家服务公司,合肥,生活服务,搬家服务,GB/T 4754-2017,国民经济行业分类,G 交通运输、仓储和邮政业,高频本地服务；价格、损坏赔付和服务规范差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS197,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个合肥的汽车维修保养服务公司,合肥,生活服务,汽车维修保养服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,车辆安全相关；本地门店和连锁品牌差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS198,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个合肥的婚庆策划服务公司,合肥,生活服务,婚庆策划服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,高客单一次性消费；案例、口碑和合同风险明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS199,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个合肥的留学咨询服务公司,合肥,生活服务,留学咨询服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,决策周期长；信息不对称强；机构品牌差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS200,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个合肥的职业技能培训服务公司,合肥,生活服务,职业技能培训服务,GB/T 4754-2017,国民经济行业分类,P 教育,职业发展相关；培训质量、资质和就业承诺差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS201,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个昆明的家装装修服务公司,昆明,生活服务,家装装修服务,GB/T 4754-2017,国民经济行业分类,E 建筑业,客单价高；交付周期长；本地公司口碑和资质差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS202,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个昆明的全屋定制服务公司,昆明,生活服务,全屋定制服务,GB/T 4754-2017,国民经济行业分类,E 建筑业,高客单；环保、设计、安装和售后风险高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS203,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个昆明的家政保洁服务公司,昆明,生活服务,家政保洁服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,高频刚需；本地连锁和平台型服务商多,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS204,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个昆明的月嫂育儿嫂服务公司,昆明,生活服务,月嫂育儿嫂服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,母婴安全敏感；服务人员资质和公司管理差异大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS205,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个昆明的养老护理服务公司,昆明,生活服务,养老护理服务,GB/T 4754-2017,国民经济行业分类,Q 卫生和社会工作,老龄化刚需；服务质量和资质影响大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS206,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个昆明的搬家服务公司,昆明,生活服务,搬家服务,GB/T 4754-2017,国民经济行业分类,G 交通运输、仓储和邮政业,高频本地服务；价格、损坏赔付和服务规范差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS207,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个昆明的汽车维修保养服务公司,昆明,生活服务,汽车维修保养服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,车辆安全相关；本地门店和连锁品牌差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS208,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个昆明的婚庆策划服务公司,昆明,生活服务,婚庆策划服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,高客单一次性消费；案例、口碑和合同风险明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS209,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个昆明的留学咨询服务公司,昆明,生活服务,留学咨询服务,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,决策周期长；信息不对称强；机构品牌差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS210,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个昆明的职业技能培训服务公司,昆明,生活服务,职业技能培训服务,GB/T 4754-2017,国民经济行业分类,P 教育,职业发展相关；培训质量、资质和就业承诺差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS211,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个贵阳的家装装修服务公司,贵阳,生活服务,家装装修服务,GB/T 4754-2017,国民经济行业分类,E 建筑业,客单价高；交付周期长；本地公司口碑和资质差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS212,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个贵阳的全屋定制服务公司,贵阳,生活服务,全屋定制服务,GB/T 4754-2017,国民经济行业分类,E 建筑业,高客单；环保、设计、安装和售后风险高,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS213,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个贵阳的家政保洁服务公司,贵阳,生活服务,家政保洁服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,高频刚需；本地连锁和平台型服务商多,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS214,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个贵阳的月嫂育儿嫂服务公司,贵阳,生活服务,月嫂育儿嫂服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,母婴安全敏感；服务人员资质和公司管理差异大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS215,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个贵阳的养老护理服务公司,贵阳,生活服务,养老护理服务,GB/T 4754-2017,国民经济行业分类,Q 卫生和社会工作,老龄化刚需；服务质量和资质影响大,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS216,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个贵阳的搬家服务公司,贵阳,生活服务,搬家服务,GB/T 4754-2017,国民经济行业分类,G 交通运输、仓储和邮政业,高频本地服务；价格、损坏赔付和服务规范差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
LS217,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个贵阳的汽车维修保养服务公司,贵阳,生活服务,汽车维修保养服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,车辆安全相关；本地门店和连锁品牌差异明显,采集后剔除英文流和视频流；本阶段不做题单去重；题面不添加排除词
