id,category,template,prompt,city,slot_name,slot_value,standard_id,standard_name,standard_basis,post_collection_filter
LS285,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个太原的房屋装修服务公司,太原,生活服务,房屋装修服务,GB/T 4754-2017,国民经济行业分类,E 建筑业,采集后剔除英文流和视频流；题面不添加排除词
LS286,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个太原的婚庆服务公司,太原,生活服务,婚庆服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS287,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个太原的儿童摄影服务公司,太原,生活服务,儿童摄影服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS288,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个太原的美容美发服务公司,太原,生活服务,美容美发服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS289,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个太原的宠物美容服务公司,太原,生活服务,宠物美容服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS290,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个太原的汽车维修保养服务公司,太原,生活服务,汽车维修保养服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS291,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个乌鲁木齐的家政服务公司,乌鲁木齐,生活服务,家政服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS292,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个乌鲁木齐的搬家服务公司,乌鲁木齐,生活服务,搬家服务,GB/T 4754-2017,国民经济行业分类,G 交通运输、仓储和邮政业,采集后剔除英文流和视频流；题面不添加排除词
LS293,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个乌鲁木齐的家庭保洁服务公司,乌鲁木齐,生活服务,家庭保洁服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS294,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个乌鲁木齐的月嫂服务公司,乌鲁木齐,生活服务,月嫂服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS295,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个乌鲁木齐的房屋装修服务公司,乌鲁木齐,生活服务,房屋装修服务,GB/T 4754-2017,国民经济行业分类,E 建筑业,采集后剔除英文流和视频流；题面不添加排除词
LS296,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个乌鲁木齐的婚庆服务公司,乌鲁木齐,生活服务,婚庆服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS297,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个乌鲁木齐的儿童摄影服务公司,乌鲁木齐,生活服务,儿童摄影服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS298,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个乌鲁木齐的美容美发服务公司,乌鲁木齐,生活服务,美容美发服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS299,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个乌鲁木齐的宠物美容服务公司,乌鲁木齐,生活服务,宠物美容服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LS300,生活服务,给我推荐五个{{城市}}的{{生活服务}}公司,给我推荐五个乌鲁木齐的汽车维修保养服务公司,乌鲁木齐,生活服务,汽车维修保养服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LES001,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个北京做企业网站建设的公司,北京,企业服务,企业网站建设,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
LES002,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个北京做公司财税代理的公司,北京,企业服务,公司财税代理,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES003,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个北京做办公室装修的公司,北京,企业服务,办公室装修,GB/T 4754-2017,国民经济行业分类,E 建筑业,采集后剔除英文流和视频流；题面不添加排除词
LES004,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个北京做企业法律顾问的公司,北京,企业服务,企业法律顾问,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES005,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个北京做人力资源外包的公司,北京,企业服务,人力资源外包,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES006,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个北京做品牌设计的公司,北京,企业服务,品牌设计,GB/T 4754-2017,国民经济行业分类,M 科学研究和技术服务业,采集后剔除英文流和视频流；题面不添加排除词
LES007,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个北京做广告投放代理的公司,北京,企业服务,广告投放代理,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES008,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个北京做互联网营销推广的公司,北京,企业服务,互联网营销推广,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES009,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个北京做软件定制开发的公司,北京,企业服务,软件定制开发,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
LES010,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个北京做写字楼保洁服务的公司,北京,企业服务,写字楼保洁服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LES011,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个上海做企业网站建设的公司,上海,企业服务,企业网站建设,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
LES012,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个上海做公司财税代理的公司,上海,企业服务,公司财税代理,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES013,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个上海做办公室装修的公司,上海,企业服务,办公室装修,GB/T 4754-2017,国民经济行业分类,E 建筑业,采集后剔除英文流和视频流；题面不添加排除词
LES014,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个上海做企业法律顾问的公司,上海,企业服务,企业法律顾问,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES015,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个上海做人力资源外包的公司,上海,企业服务,人力资源外包,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES016,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个上海做品牌设计的公司,上海,企业服务,品牌设计,GB/T 4754-2017,国民经济行业分类,M 科学研究和技术服务业,采集后剔除英文流和视频流；题面不添加排除词
LES017,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个上海做广告投放代理的公司,上海,企业服务,广告投放代理,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES018,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个上海做互联网营销推广的公司,上海,企业服务,互联网营销推广,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES019,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个上海做软件定制开发的公司,上海,企业服务,软件定制开发,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
LES020,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个上海做写字楼保洁服务的公司,上海,企业服务,写字楼保洁服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LES021,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个广州做企业网站建设的公司,广州,企业服务,企业网站建设,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
LES022,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个广州做公司财税代理的公司,广州,企业服务,公司财税代理,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES023,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个广州做办公室装修的公司,广州,企业服务,办公室装修,GB/T 4754-2017,国民经济行业分类,E 建筑业,采集后剔除英文流和视频流；题面不添加排除词
LES024,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个广州做企业法律顾问的公司,广州,企业服务,企业法律顾问,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES025,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个广州做人力资源外包的公司,广州,企业服务,人力资源外包,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES026,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个广州做品牌设计的公司,广州,企业服务,品牌设计,GB/T 4754-2017,国民经济行业分类,M 科学研究和技术服务业,采集后剔除英文流和视频流；题面不添加排除词
LES027,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个广州做广告投放代理的公司,广州,企业服务,广告投放代理,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES028,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个广州做互联网营销推广的公司,广州,企业服务,互联网营销推广,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES029,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个广州做软件定制开发的公司,广州,企业服务,软件定制开发,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
LES030,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个广州做写字楼保洁服务的公司,广州,企业服务,写字楼保洁服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LES031,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个深圳做企业网站建设的公司,深圳,企业服务,企业网站建设,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
LES032,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个深圳做公司财税代理的公司,深圳,企业服务,公司财税代理,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES033,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个深圳做办公室装修的公司,深圳,企业服务,办公室装修,GB/T 4754-2017,国民经济行业分类,E 建筑业,采集后剔除英文流和视频流；题面不添加排除词
LES034,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个深圳做企业法律顾问的公司,深圳,企业服务,企业法律顾问,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES035,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个深圳做人力资源外包的公司,深圳,企业服务,人力资源外包,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES036,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个深圳做品牌设计的公司,深圳,企业服务,品牌设计,GB/T 4754-2017,国民经济行业分类,M 科学研究和技术服务业,采集后剔除英文流和视频流；题面不添加排除词
LES037,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个深圳做广告投放代理的公司,深圳,企业服务,广告投放代理,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES038,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个深圳做互联网营销推广的公司,深圳,企业服务,互联网营销推广,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES039,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个深圳做软件定制开发的公司,深圳,企业服务,软件定制开发,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
LES040,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个深圳做写字楼保洁服务的公司,深圳,企业服务,写字楼保洁服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LES041,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个杭州做企业网站建设的公司,杭州,企业服务,企业网站建设,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
LES042,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个杭州做公司财税代理的公司,杭州,企业服务,公司财税代理,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES043,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个杭州做办公室装修的公司,杭州,企业服务,办公室装修,GB/T 4754-2017,国民经济行业分类,E 建筑业,采集后剔除英文流和视频流；题面不添加排除词
LES044,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个杭州做企业法律顾问的公司,杭州,企业服务,企业法律顾问,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES045,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个杭州做人力资源外包的公司,杭州,企业服务,人力资源外包,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES046,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个杭州做品牌设计的公司,杭州,企业服务,品牌设计,GB/T 4754-2017,国民经济行业分类,M 科学研究和技术服务业,采集后剔除英文流和视频流；题面不添加排除词
LES047,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个杭州做广告投放代理的公司,杭州,企业服务,广告投放代理,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES048,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个杭州做互联网营销推广的公司,杭州,企业服务,互联网营销推广,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES049,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个杭州做软件定制开发的公司,杭州,企业服务,软件定制开发,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
LES050,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个杭州做写字楼保洁服务的公司,杭州,企业服务,写字楼保洁服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LES051,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个南京做企业网站建设的公司,南京,企业服务,企业网站建设,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
LES052,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个南京做公司财税代理的公司,南京,企业服务,公司财税代理,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES053,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个南京做办公室装修的公司,南京,企业服务,办公室装修,GB/T 4754-2017,国民经济行业分类,E 建筑业,采集后剔除英文流和视频流；题面不添加排除词
LES054,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个南京做企业法律顾问的公司,南京,企业服务,企业法律顾问,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES055,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个南京做人力资源外包的公司,南京,企业服务,人力资源外包,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES056,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个南京做品牌设计的公司,南京,企业服务,品牌设计,GB/T 4754-2017,国民经济行业分类,M 科学研究和技术服务业,采集后剔除英文流和视频流；题面不添加排除词
LES057,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个南京做广告投放代理的公司,南京,企业服务,广告投放代理,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES058,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个南京做互联网营销推广的公司,南京,企业服务,互联网营销推广,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES059,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个南京做软件定制开发的公司,南京,企业服务,软件定制开发,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
LES060,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个南京做写字楼保洁服务的公司,南京,企业服务,写字楼保洁服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LES061,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个苏州做企业网站建设的公司,苏州,企业服务,企业网站建设,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
LES062,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个苏州做公司财税代理的公司,苏州,企业服务,公司财税代理,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES063,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个苏州做办公室装修的公司,苏州,企业服务,办公室装修,GB/T 4754-2017,国民经济行业分类,E 建筑业,采集后剔除英文流和视频流；题面不添加排除词
LES064,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个苏州做企业法律顾问的公司,苏州,企业服务,企业法律顾问,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES065,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个苏州做人力资源外包的公司,苏州,企业服务,人力资源外包,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES066,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个苏州做品牌设计的公司,苏州,企业服务,品牌设计,GB/T 4754-2017,国民经济行业分类,M 科学研究和技术服务业,采集后剔除英文流和视频流；题面不添加排除词
LES067,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个苏州做广告投放代理的公司,苏州,企业服务,广告投放代理,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES068,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个苏州做互联网营销推广的公司,苏州,企业服务,互联网营销推广,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES069,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个苏州做软件定制开发的公司,苏州,企业服务,软件定制开发,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
LES070,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个苏州做写字楼保洁服务的公司,苏州,企业服务,写字楼保洁服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LES071,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个成都做企业网站建设的公司,成都,企业服务,企业网站建设,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
LES072,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个成都做公司财税代理的公司,成都,企业服务,公司财税代理,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES073,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个成都做办公室装修的公司,成都,企业服务,办公室装修,GB/T 4754-2017,国民经济行业分类,E 建筑业,采集后剔除英文流和视频流；题面不添加排除词
LES074,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个成都做企业法律顾问的公司,成都,企业服务,企业法律顾问,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES075,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个成都做人力资源外包的公司,成都,企业服务,人力资源外包,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES076,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个成都做品牌设计的公司,成都,企业服务,品牌设计,GB/T 4754-2017,国民经济行业分类,M 科学研究和技术服务业,采集后剔除英文流和视频流；题面不添加排除词
LES077,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个成都做广告投放代理的公司,成都,企业服务,广告投放代理,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES078,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个成都做互联网营销推广的公司,成都,企业服务,互联网营销推广,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES079,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个成都做软件定制开发的公司,成都,企业服务,软件定制开发,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
LES080,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个成都做写字楼保洁服务的公司,成都,企业服务,写字楼保洁服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
LES081,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个重庆做企业网站建设的公司,重庆,企业服务,企业网站建设,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
LES082,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个重庆做公司财税代理的公司,重庆,企业服务,公司财税代理,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES083,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个重庆做办公室装修的公司,重庆,企业服务,办公室装修,GB/T 4754-2017,国民经济行业分类,E 建筑业,采集后剔除英文流和视频流；题面不添加排除词
LES084,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个重庆做企业法律顾问的公司,重庆,企业服务,企业法律顾问,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES085,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个重庆做人力资源外包的公司,重庆,企业服务,人力资源外包,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES086,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个重庆做品牌设计的公司,重庆,企业服务,品牌设计,GB/T 4754-2017,国民经济行业分类,M 科学研究和技术服务业,采集后剔除英文流和视频流；题面不添加排除词
LES087,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个重庆做广告投放代理的公司,重庆,企业服务,广告投放代理,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES088,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个重庆做互联网营销推广的公司,重庆,企业服务,互联网营销推广,GB/T 4754-2017,国民经济行业分类,L 租赁和商务服务业,采集后剔除英文流和视频流；题面不添加排除词
LES089,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个重庆做软件定制开发的公司,重庆,企业服务,软件定制开发,GB/T 4754-2017,国民经济行业分类,I 信息传输、软件和信息技术服务业,采集后剔除英文流和视频流；题面不添加排除词
LES090,本地企业服务,给我推荐五个{{城市}}做{{企业服务}}的公司,给我推荐五个重庆做写字楼保洁服务的公司,重庆,企业服务,写字楼保洁服务,GB/T 4754-2017,国民经济行业分类,O 居民服务、修理和其他服务业,采集后剔除英文流和视频流；题面不添加排除词
